,x,y,0728_pred_0.5_16,0728_pred_0.5_17,0728_pred_0.5_18,0728_pred_0.5_19,0728_pred_0.5_20,0728_pred_1_16,0728_pred_1_17,0728_pred_1_18,0728_pred_1_19,0728_pred_1_20
cell_3407,-7332.89867200291,-5446.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6705,2392.10132799709,-5486.62852464981,6,6,4,7,7,11,10,10,13,14
cell_4507,-3841.89867200291,-5355.62852464981,12,0,2,13,11,2,2,1,1,0
cell_9093,9355.10132799709,-5405.62852464981,12,11,10,9,10,2,12,1,1,0
cell_8536,7819.10132799709,-5398.62852464981,1,0,2,0,0,0,1,0,0,7
cell_11159,14526.1013279971,-5443.62852464981,4,7,7,5,6,8,3,3,3,13
cell_8069,6430.10132799709,-5355.62852464981,1,0,2,0,0,0,12,0,0,7
cell_4074,-5276.89867200291,-5461.62852464981,9,11,10,13,10,2,12,1,1,0
cell_4969,-2363.89867200291,-5476.62852464981,0,14,14,14,12,3,9,2,2,17
cell_3053,-8336.89867200291,-5414.62852464981,1,0,2,0,0,0,1,0,0,7
cell_10787,13639.1013279971,-5489.62852464981,1,0,2,0,0,2,0,1,0,7
cell_11233,14684.1013279971,-5433.62852464981,3,1,0,11,13,8,3,4,4,13
cell_9888,11430.1013279971,-5350.62852464981,13,1,0,11,13,10,5,4,4,12
cell_6135,754.10132799709,-5435.62852464981,6,14,14,14,12,3,9,2,2,14
cell_1632,-12478.8986720029,-5457.62852464981,9,1,0,10,19,9,11,17,18,20
cell_4196,-4858.89867200291,-5445.62852464981,1,0,2,0,0,2,2,1,0,7
cell_5350,-1283.89867200291,-5432.62852464981,1,0,2,9,0,2,12,0,0,0
cell_4644,-3413.89867200291,-5458.62852464981,1,0,2,0,0,0,1,0,0,7
cell_7226,3941.10132799709,-5492.62852464981,13,1,0,11,13,9,5,4,4,12
cell_7476,4706.10132799709,-5465.62852464981,6,12,11,13,7,11,10,10,1,0
cell_3255,-7769.89867200291,-5388.62852464981,6,12,11,13,11,2,2,1,1,0
cell_11032,14194.1013279971,-5483.62852464981,3,13,13,5,15,10,5,4,4,13
cell_3619,-6675.89867200291,-5488.62852464981,12,12,11,13,11,2,2,1,1,0
cell_3774,-6131.89867200291,-5460.62852464981,0,14,14,14,12,3,9,2,2,0
cell_8324,7267.10132799709,-5514.62852464981,6,6,4,7,7,11,10,10,13,14
cell_1141,-13671.8986720029,-5473.62852464981,3,1,0,15,19,9,11,12,11,9
cell_8998,9172.10132799709,-5552.62852464981,1,11,10,9,10,2,12,1,1,0
cell_6946,3107.10132799709,-5493.62852464981,1,0,2,10,9,0,1,0,0,8
cell_6109,839.10132799709,-5518.62852464981,0,14,14,14,12,3,9,2,2,14
cell_6640,2123.10132799709,-5497.62852464981,6,6,4,7,7,11,10,10,13,14
cell_7302,4183.10132799709,-5497.62852464981,0,14,14,14,12,3,9,2,2,17
cell_10418,12707.1013279971,-5499.62852464981,6,6,4,7,7,11,10,10,13,14
cell_3665,-6482.89867200291,-5504.62852464981,12,12,11,13,11,2,2,1,1,0
cell_2583,-9871.89867200291,-5355.62852464981,1,0,2,0,0,0,1,0,0,7
cell_4498,-3795.89867200291,-5534.62852464981,6,14,14,14,12,3,2,1,2,0
cell_7141,3725.10132799709,-5508.62852464981,4,7,7,15,6,8,3,3,3,11
cell_459,-15324.8986720029,-5558.62852464981,4,7,7,5,6,8,3,3,3,11
cell_653,-15012.8986720029,-5406.62852464981,13,1,0,15,19,9,11,17,18,20
cell_679,-14925.8986720029,-5443.62852464981,13,1,0,15,19,9,11,17,18,9
cell_1278,-13373.8986720029,-5463.62852464981,13,1,0,12,14,9,11,17,18,9
cell_8507,7681.10132799709,-5533.62852464981,1,0,2,0,0,0,1,0,0,7
cell_11430,15035.1013279971,-5522.62852464981,4,7,7,15,13,8,3,4,4,13
cell_3849,-5892.89867200291,-5564.62852464981,3,13,13,5,15,8,5,4,4,12
cell_4416,-4121.89867200291,-5473.62852464981,12,11,10,9,10,2,2,1,1,0
cell_646,-15032.8986720029,-5476.62852464981,13,1,0,15,19,9,11,17,18,9
cell_8237,6966.10132799709,-5533.62852464981,12,0,2,0,0,2,2,1,1,0
cell_3235,-7828.89867200291,-5480.62852464981,6,12,11,13,7,11,10,10,15,14
cell_5927,255.10132799709,-5575.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9857,11379.1013279971,-5515.62852464981,1,0,2,0,0,0,1,0,0,7
cell_2118,-11058.8986720029,-5521.62852464981,7,4,6,6,5,5,6,5,5,3
cell_10922,14017.1013279971,-5594.62852464981,1,0,2,0,9,0,1,0,0,8
cell_11607,15505.1013279971,-5600.62852464981,12,11,10,9,10,2,2,1,1,0
cell_7584,5037.10132799709,-5602.62852464981,1,0,2,0,0,0,1,0,0,7
cell_994,-14039.8986720029,-5576.62852464981,9,0,2,10,9,9,11,17,18,20
cell_7816,5640.10132799709,-5579.62852464981,1,11,10,9,10,2,12,0,0,0
cell_11459,15123.1013279971,-5536.62852464981,3,1,0,11,13,10,5,4,4,12
cell_8046,6431.10132799709,-5651.62852464981,1,11,10,9,10,0,12,0,0,7
cell_3283,-7687.89867200291,-5550.62852464981,6,12,11,13,11,11,10,1,1,0
cell_2559,-9825.89867200291,-5605.62852464981,12,0,2,13,11,2,1,0,0,7
cell_10446,12827.1013279971,-5625.62852464981,6,12,0,11,13,11,10,10,1,14
cell_2253,-10704.8986720029,-5595.62852464981,7,4,6,1,7,5,6,5,5,6
cell_8912,8950.10132799709,-5602.62852464981,3,1,0,11,13,10,5,4,4,12
cell_9297,9888.10132799709,-5550.62852464981,12,11,11,9,10,2,2,1,1,0
cell_6223,1107.10132799709,-5661.62852464981,3,11,10,11,10,3,9,2,2,14
cell_6509,1747.10132799709,-5673.62852464981,6,14,14,14,12,11,10,10,13,14
cell_7667,5206.10132799709,-5643.62852464981,1,0,2,0,0,0,1,0,0,7
cell_849,-14426.8986720029,-5621.62852464981,4,7,7,5,6,8,3,3,3,11
cell_3007,-8491.89867200291,-5606.62852464981,9,0,2,0,0,0,1,0,0,7
cell_5601,-619.89867200291,-5617.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9097,9405.10132799709,-5559.62852464981,1,0,2,0,0,2,12,0,0,0
cell_3368,-7405.89867200291,-5600.62852464981,12,12,4,13,7,2,12,0,1,7
cell_1652,-12410.8986720029,-5630.62852464981,9,10,9,10,9,0,1,17,18,20
cell_11194,14613.1013279971,-5616.62852464981,4,13,7,5,15,8,3,3,3,13
cell_1489,-12839.8986720029,-5657.62852464981,4,7,7,15,19,9,11,17,18,20
cell_1825,-11873.8986720029,-5659.62852464981,9,0,2,10,9,0,1,17,18,20
cell_1550,-12645.8986720029,-5654.62852464981,13,1,0,12,19,9,11,17,18,20
cell_3894,-5666.89867200291,-5762.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2767,-9226.89867200291,-5668.62852464981,4,1,0,15,13,10,5,4,4,12
cell_5085,-2052.89867200291,-5646.62852464981,1,11,10,9,0,10,5,4,4,12
cell_8318,7171.10132799709,-5627.62852464981,12,12,11,13,11,2,2,1,15,0
cell_1460,-13001.8986720029,-5716.62852464981,9,1,0,10,9,9,11,17,18,20
cell_5150,-1818.89867200291,-5674.62852464981,1,0,2,0,0,0,1,0,0,8
cell_2622,-9618.89867200291,-5700.62852464981,12,12,11,13,11,0,1,0,0,8
cell_7513,4724.10132799709,-5645.62852464981,1,0,2,0,0,2,12,0,0,0
cell_1279,-13373.8986720029,-5633.62852464981,9,10,9,10,9,0,1,17,18,20
cell_8198,6836.10132799709,-5709.62852464981,12,11,11,9,11,2,12,0,1,7
cell_1126,-13760.8986720029,-5651.62852464981,1,1,0,12,0,9,11,12,18,9
cell_5344,-1299.89867200291,-5729.62852464981,1,0,2,0,0,0,1,0,0,8
cell_9854,11350.1013279971,-5691.62852464981,1,0,2,0,0,0,1,0,0,8
cell_7906,5875.10132799709,-5721.62852464981,12,8,8,13,11,2,2,1,1,0
cell_4320,-4390.89867200291,-5811.62852464981,3,13,13,11,7,10,5,4,4,12
cell_2197,-10914.8986720029,-5752.62852464981,7,4,6,6,5,5,6,5,5,6
cell_8674,8184.10132799709,-5695.62852464981,12,0,11,13,11,2,2,1,1,0
cell_730,-14794.8986720029,-5743.62852464981,4,7,7,15,6,8,3,3,11,11
cell_1267,-13452.8986720029,-5716.62852464981,9,10,9,10,9,0,1,17,18,8
cell_1722,-12291.8986720029,-5668.62852464981,1,0,2,10,9,0,1,0,0,8
cell_11366,14994.1013279971,-5752.62852464981,4,7,7,15,6,8,3,3,3,11
cell_10710,13496.1013279971,-5885.62852464981,1,11,10,10,9,0,2,17,18,20
cell_3627,-6596.89867200291,-5691.62852464981,6,12,11,13,11,2,2,1,1,0
cell_7674,5317.10132799709,-5767.62852464981,1,0,2,0,0,0,12,0,0,7
cell_830,-14581.8986720029,-5675.62852464981,4,1,0,15,19,8,3,12,18,11
cell_3032,-8378.89867200291,-5757.62852464981,1,11,10,9,10,2,12,1,1,0
cell_7185,3818.10132799709,-5642.62852464981,13,1,0,15,19,9,11,17,18,9
cell_3244,-7811.89867200291,-5653.62852464981,12,12,11,13,11,10,2,1,1,14
cell_7557,4878.10132799709,-5712.62852464981,1,0,2,0,0,0,1,0,0,7
cell_5020,-2045.89867200291,-5833.62852464981,4,7,7,5,6,8,3,3,3,11
cell_8499,7686.10132799709,-5716.62852464981,1,0,2,0,0,0,1,0,0,8
cell_4179,-4816.89867200291,-5800.62852464981,6,12,11,13,7,2,2,1,1,0
cell_7076,3495.10132799709,-5690.62852464981,13,1,0,12,13,9,11,12,11,9
cell_10270,12331.1013279971,-5714.62852464981,12,12,11,0,0,2,2,0,0,7
cell_258,-15733.8986720029,-5795.62852464981,13,1,0,15,19,9,11,17,18,20
cell_3078,-8235.89867200291,-5846.62852464981,0,11,10,9,10,2,12,1,1,0
cell_5003,-2316.89867200291,-5684.62852464981,1,0,2,0,0,2,12,0,0,7
cell_3183,-7932.89867200291,-5725.62852464981,3,7,7,5,6,10,5,4,4,13
cell_3347,-7497.89867200291,-5762.62852464981,0,14,14,14,12,3,9,2,2,14
cell_7058,3394.10132799709,-5753.62852464981,13,1,0,15,13,9,11,12,11,9
cell_8723,8572.10132799709,-5788.62852464981,1,0,2,0,0,2,12,0,0,7
cell_7160,3734.10132799709,-5677.62852464981,13,1,0,15,13,9,11,17,18,9
cell_1613,-12513.8986720029,-5798.62852464981,4,7,7,15,19,9,11,17,18,20
cell_2125,-11107.8986720029,-5761.62852464981,7,4,8,6,0,5,6,5,5,3
cell_8347,7286.10132799709,-5711.62852464981,12,0,2,13,11,2,2,1,1,0
cell_1922,-11664.8986720029,-5823.62852464981,7,4,6,10,9,0,1,0,0,20
cell_11037,14255.1013279971,-5728.62852464981,12,0,2,0,11,2,2,1,1,0
cell_8273,6993.10132799709,-5723.62852464981,1,11,10,9,10,2,12,0,1,7
cell_2298,-10606.8986720029,-5801.62852464981,7,8,11,13,11,5,6,5,1,0
cell_537,-15195.8986720029,-5788.62852464981,13,1,0,12,14,9,11,12,18,9
cell_771,-14661.8986720029,-5757.62852464981,4,7,7,15,19,8,3,17,18,11
cell_10420,12701.1013279971,-5735.62852464981,12,12,11,13,11,2,2,1,1,0
cell_7245,3981.10132799709,-5811.62852464981,1,0,2,0,0,0,1,0,0,8
cell_8563,8042.10132799709,-5973.62852464981,6,12,11,13,7,11,10,10,15,0
cell_986,-14028.8986720029,-5778.62852464981,4,7,7,15,19,8,3,3,18,11
cell_1314,-13268.8986720029,-5853.62852464981,4,7,7,15,19,9,11,17,18,20
cell_3276,-7697.89867200291,-5817.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9069,9306.10132799709,-5864.62852464981,12,11,10,9,7,2,2,1,1,14
cell_7154,3765.10132799709,-5749.62852464981,1,1,0,12,13,9,11,12,11,9
cell_10156,12078.1013279971,-5860.62852464981,3,13,13,5,15,8,3,3,4,13
cell_7535,4786.10132799709,-5783.62852464981,1,0,2,0,0,0,12,0,0,7
cell_958,-14124.8986720029,-5872.62852464981,4,7,7,15,19,8,3,3,3,11
cell_10384,12585.1013279971,-5842.62852464981,12,12,11,13,11,2,2,1,1,0
cell_5645,-489.89867200291,-5800.62852464981,12,11,10,13,11,2,2,1,1,0
cell_8329,7240.10132799709,-5812.62852464981,1,0,2,0,0,0,1,0,0,7
cell_10943,13998.1013279971,-5767.62852464981,1,0,2,0,0,0,1,0,0,7
cell_9111,9410.10132799709,-5898.62852464981,12,14,10,14,12,3,9,2,2,14
cell_8908,8752.10132799709,-5711.62852464981,1,0,2,0,0,2,1,0,0,7
cell_7574,4982.10132799709,-5826.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6470,1590.10132799709,-5849.62852464981,6,6,4,7,7,11,10,10,13,14
cell_9533,10489.1013279971,-5805.62852464981,12,11,10,9,10,2,12,1,1,0
cell_2750,-9239.89867200291,-5927.62852464981,0,11,10,9,10,2,12,1,1,7
cell_2042,-11288.8986720029,-5866.62852464981,7,4,6,7,7,5,6,5,5,6
cell_6968,3217.10132799709,-5937.62852464981,3,13,13,11,13,10,5,4,4,12
cell_7079,3545.10132799709,-5855.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6277,1212.10132799709,-5889.62852464981,0,14,14,14,12,3,9,2,13,14
cell_6229,1032.10132799709,-5834.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8412,7476.10132799709,-5914.62852464981,12,0,11,0,11,0,1,0,0,7
cell_3731,-6248.89867200291,-5912.62852464981,1,11,10,9,10,2,12,0,0,7
cell_2656,-9564.89867200291,-5884.62852464981,13,1,0,11,13,10,5,4,11,9
cell_8065,6409.10132799709,-5886.62852464981,1,0,2,0,0,0,1,0,0,7
cell_3973,-5416.89867200291,-5900.62852464981,0,14,14,14,12,3,9,2,2,14
cell_930,-14240.8986720029,-5951.62852464981,3,13,13,11,13,8,3,12,11,9
cell_1026,-13870.8986720029,-5972.62852464981,12,12,4,13,11,10,5,12,11,20
cell_811,-14541.8986720029,-5849.62852464981,13,1,0,15,19,9,11,17,18,20
cell_3831,-5876.89867200291,-5986.62852464981,0,14,14,14,12,3,9,2,2,0
cell_3623,-6619.89867200291,-5830.62852464981,0,11,10,14,12,2,2,1,1,0
cell_7286,4153.10132799709,-5907.62852464981,1,0,2,0,0,0,1,0,0,8
cell_8678,8170.10132799709,-5865.62852464981,6,12,11,13,7,11,10,10,15,14
cell_5147,-1927.89867200291,-5782.62852464981,13,1,0,12,14,9,11,12,11,20
cell_7508,4769.10132799709,-5915.62852464981,12,11,10,9,10,0,12,0,0,7
cell_9529,10540.1013279971,-5922.62852464981,1,14,14,14,12,3,12,2,1,14
cell_521,-15178.8986720029,-5947.62852464981,11,8,8,6,5,1,0,0,0,8
cell_7597,5085.10132799709,-5934.62852464981,1,0,2,0,0,0,1,0,0,7
cell_1998,-11529.8986720029,-5949.62852464981,1,0,11,0,0,0,1,0,0,8
cell_6422,1474.10132799709,-5912.62852464981,6,6,4,7,7,11,10,10,13,14
cell_5351,-1290.89867200291,-5938.62852464981,1,0,2,0,0,2,1,0,0,8
cell_6175,883.10132799709,-5952.62852464981,12,12,11,13,11,2,2,1,1,17
cell_7128,3664.10132799709,-5917.62852464981,12,11,10,9,10,2,12,1,1,0
cell_11270,14724.1013279971,-5996.62852464981,1,0,2,0,0,2,2,0,0,7
cell_9126,9561.10132799709,-6075.62852464981,6,14,14,14,12,3,9,2,13,14
cell_4772,-2916.89867200291,-6037.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5467,-1031.89867200291,-5988.62852464981,6,6,4,7,7,11,10,10,13,0
cell_8719,8342.10132799709,-5918.62852464981,1,0,2,0,0,2,2,1,1,0
cell_10449,12765.1013279971,-5946.62852464981,6,12,11,13,7,2,2,1,1,0
cell_789,-14632.8986720029,-5967.62852464981,13,1,0,12,19,9,11,17,18,20
cell_638,-14969.8986720029,-5974.62852464981,1,1,0,12,9,9,11,17,18,20
cell_7142,3799.10132799709,-6029.62852464981,12,11,10,9,10,2,2,1,1,0
cell_5023,-2238.89867200291,-5939.62852464981,1,1,0,0,9,9,11,0,0,20
cell_3455,-7177.89867200291,-6052.62852464981,12,11,10,9,10,2,2,1,1,0
cell_8087,6562.10132799709,-6061.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9245,9786.10132799709,-6056.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5715,-272.89867200291,-6068.62852464981,0,14,14,14,12,3,9,2,13,14
cell_3349,-7504.89867200291,-6007.62852464981,1,0,2,0,0,10,5,4,4,12
cell_8224,6966.10132799709,-6040.62852464981,13,1,0,12,0,10,5,0,0,7
cell_4655,-3350.89867200291,-6068.62852464981,3,13,13,14,15,10,5,4,2,13
cell_1657,-12378.8986720029,-6006.62852464981,13,1,0,10,9,9,11,17,18,20
cell_8484,7670.10132799709,-6030.62852464981,1,0,2,0,0,0,1,0,0,7
cell_8664,8079.10132799709,-5897.62852464981,6,6,11,7,7,11,10,10,15,14
cell_3216,-7802.89867200291,-6103.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5547,-872.89867200291,-6023.62852464981,12,12,11,13,11,2,2,1,1,0
cell_4241,-4739.89867200291,-6029.62852464981,1,0,2,0,0,2,2,1,1,7
cell_3009,-8507.89867200291,-6052.62852464981,1,11,10,9,10,2,12,1,1,0
cell_8975,9138.10132799709,-6098.62852464981,0,11,10,9,10,2,2,1,1,0
cell_10417,12623.1013279971,-5954.62852464981,12,12,11,13,11,2,2,1,1,0
cell_7280,4084.10132799709,-6037.62852464981,1,0,9,0,0,0,1,0,0,8
cell_9519,10429.1013279971,-6026.62852464981,12,11,10,9,10,2,2,1,1,17
cell_2669,-9604.89867200291,-5971.62852464981,1,1,0,11,13,10,5,4,4,12
cell_7975,6257.10132799709,-6172.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9575,10619.1013279971,-6051.62852464981,1,11,10,9,10,2,12,1,1,17
cell_6230,1017.10132799709,-6095.62852464981,0,14,14,14,12,3,9,2,2,14
cell_4705,-3133.89867200291,-6067.62852464981,1,0,2,0,0,2,12,1,1,0
cell_8401,7411.10132799709,-6026.62852464981,1,10,2,10,0,0,1,0,0,7
cell_5040,-2130.89867200291,-6136.62852464981,9,10,9,10,9,0,1,0,0,8
cell_3999,-5494.89867200291,-6018.62852464981,12,11,10,9,10,2,2,1,1,17
cell_1627,-12518.8986720029,-6126.62852464981,4,7,7,15,19,9,3,17,18,20
cell_3158,-8026.89867200291,-6088.62852464981,1,0,2,0,0,2,12,0,0,7
cell_10402,12618.1013279971,-6030.62852464981,12,12,11,13,11,2,2,1,1,0
cell_957,-14096.8986720029,-6145.62852464981,9,0,2,10,9,9,11,17,18,20
cell_1904,-11737.8986720029,-6055.62852464981,11,8,8,10,9,0,0,0,0,8
cell_284,-15804.8986720029,-6063.62852464981,1,1,0,0,0,9,5,0,0,8
cell_7520,4763.10132799709,-6071.62852464981,1,11,10,9,10,2,12,1,1,7
cell_2650,-9606.89867200291,-6098.62852464981,12,12,2,13,11,2,2,0,0,7
cell_2807,-9208.89867200291,-6112.62852464981,1,11,10,9,10,10,12,1,1,12
cell_2016,-11423.8986720029,-6083.62852464981,12,0,11,0,11,0,1,0,0,7
cell_641,-14944.8986720029,-6118.62852464981,9,0,2,10,9,0,1,17,18,20
cell_2084,-11191.8986720029,-6100.62852464981,1,0,2,0,11,2,0,1,1,7
cell_9809,11343.1013279971,-6186.62852464981,1,11,10,0,0,0,1,0,0,8
cell_9306,9886.10132799709,-6119.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5292,-1404.89867200291,-6175.62852464981,6,6,4,7,7,11,10,10,13,17
cell_187,-15985.8986720029,-6176.62852464981,13,1,0,12,14,9,11,12,11,9
cell_5942,305.10132799709,-6175.62852464981,12,12,2,13,11,2,2,1,1,0
cell_6302,1195.10132799709,-6112.62852464981,0,14,14,14,12,3,9,2,2,14
cell_7593,4990.10132799709,-6128.62852464981,1,0,2,0,0,0,1,0,0,7
cell_3542,-6793.89867200291,-6170.62852464981,6,6,4,7,7,11,10,10,13,14
cell_1586,-12653.8986720029,-6110.62852464981,4,1,0,15,19,9,11,17,18,20
cell_3033,-8326.89867200291,-6172.62852464981,1,0,2,0,0,2,12,1,0,0
cell_3331,-7443.89867200291,-6197.62852464981,4,13,13,5,15,8,3,3,3,13
cell_10517,12981.1013279971,-6146.62852464981,3,7,7,5,15,8,3,3,3,13
cell_8396,7410.10132799709,-6121.62852464981,1,10,9,10,9,0,1,0,0,7
cell_1087,-13770.8986720029,-6151.62852464981,4,7,7,15,19,8,3,3,11,11
cell_4562,-3678.89867200291,-6111.62852464981,12,0,2,0,0,2,2,1,1,0
cell_11279,14762.1013279971,-6197.62852464981,12,0,2,0,0,2,2,0,0,7
cell_394,-15532.8986720029,-6117.62852464981,13,1,0,12,14,9,11,12,11,9
cell_5803,-61.8986720029097,-6187.62852464981,6,6,4,7,7,11,10,10,13,14
cell_6782,2679.10132799709,-6223.62852464981,9,11,10,9,10,2,12,1,1,0
cell_7314,4181.10132799709,-6181.62852464981,1,0,2,0,0,0,1,0,0,8
cell_3732,-6270.89867200291,-6197.62852464981,1,0,2,0,0,1,1,0,0,8
cell_5486,-953.89867200291,-6156.62852464981,6,6,4,7,7,11,2,10,1,14
cell_543,-15152.8986720029,-6210.62852464981,3,1,0,15,19,9,11,17,18,20
cell_5051,-2039.89867200291,-6062.62852464981,9,10,9,10,9,0,1,17,18,20
cell_8497,7706.10132799709,-6215.62852464981,1,11,10,9,10,2,2,1,1,0
cell_4012,-5391.89867200291,-6197.62852464981,1,0,2,0,0,0,1,0,0,7
cell_8872,8831.10132799709,-6205.62852464981,1,0,2,0,0,2,2,1,1,0
cell_860,-14362.8986720029,-6254.62852464981,4,7,7,15,19,9,11,17,18,20
cell_2928,-8685.89867200291,-6246.62852464981,13,1,0,11,13,10,5,4,4,12
cell_11367,15003.1013279971,-6260.62852464981,3,13,13,5,15,8,3,3,4,13
cell_6020,497.10132799709,-6224.62852464981,6,12,4,7,7,11,2,10,15,0
cell_10208,12187.1013279971,-6231.62852464981,3,1,0,11,13,10,5,4,4,12
cell_9587,10732.1013279971,-6236.62852464981,0,14,14,14,12,3,9,2,13,14
cell_3482,-7027.89867200291,-6249.62852464981,4,7,7,5,15,8,3,3,3,13
cell_7817,5647.10132799709,-6215.62852464981,1,11,10,9,10,2,2,1,1,0
cell_11155,14533.1013279971,-6313.62852464981,6,6,4,7,7,11,10,1,1,0
cell_1895,-11814.8986720029,-6262.62852464981,9,0,2,10,9,0,1,0,0,8
cell_1304,-13312.8986720029,-6299.62852464981,6,6,4,13,7,2,2,0,0,8
cell_4547,-3616.89867200291,-6248.62852464981,12,11,10,9,10,2,2,1,1,17
cell_1971,-11587.8986720029,-6204.62852464981,1,10,9,10,9,0,1,0,0,8
cell_10034,11840.1013279971,-6292.62852464981,4,7,7,5,6,8,3,3,3,13
cell_11536,15485.1013279971,-6342.62852464981,3,13,13,11,15,10,5,4,4,13
cell_2277,-10665.8986720029,-6210.62852464981,9,0,2,10,9,1,0,0,0,8
cell_358,-15578.8986720029,-6271.62852464981,13,1,0,12,19,9,11,17,18,20
cell_1558,-12683.8986720029,-6242.62852464981,4,1,0,15,19,9,11,17,18,20
cell_5286,-1472.89867200291,-6261.62852464981,6,6,4,7,7,11,10,10,13,0
cell_4703,-3169.89867200291,-6217.62852464981,12,0,2,13,11,2,2,1,1,0
cell_2037,-11377.8986720029,-6270.62852464981,1,0,2,0,0,0,1,11,0,7
cell_7362,4355.10132799709,-6329.62852464981,9,0,2,0,0,0,1,0,0,8
cell_8397,7447.10132799709,-6238.62852464981,1,0,2,0,0,2,2,1,1,0
cell_2851,-9077.89867200291,-6232.62852464981,3,1,0,11,13,10,5,4,4,12
cell_8257,6958.10132799709,-6184.62852464981,1,0,2,0,0,2,12,0,0,0
cell_2611,-9623.89867200291,-6341.62852464981,1,0,2,10,9,0,1,0,0,8
cell_2890,-8882.89867200291,-6300.62852464981,1,1,0,11,13,10,5,4,4,12
cell_9521,10485.1013279971,-6303.62852464981,0,14,14,14,12,3,9,2,13,14
cell_8744,8394.10132799709,-6336.62852464981,12,11,10,9,10,2,2,1,1,0
cell_1500,-12870.8986720029,-6258.62852464981,4,1,0,15,19,9,11,17,18,20
cell_10514,12952.1013279971,-6276.62852464981,3,1,0,11,13,10,5,4,4,12
cell_1246,-13470.8986720029,-6385.62852464981,13,1,0,15,19,9,11,17,18,20
cell_1180,-13645.8986720029,-6368.62852464981,4,7,7,15,19,8,3,3,3,11
cell_7189,3806.10132799709,-6244.62852464981,12,12,11,13,11,2,2,1,1,0
cell_8956,9029.10132799709,-6361.62852464981,12,11,10,9,10,2,12,1,1,0
cell_8287,7088.10132799709,-6363.62852464981,0,14,14,14,12,3,9,2,2,14
cell_7163,3757.10132799709,-6314.62852464981,6,12,11,13,11,2,2,1,1,0
cell_3018,-8363.89867200291,-6362.62852464981,0,14,14,14,12,2,12,2,1,0
cell_1965,-11638.8986720029,-6274.62852464981,1,10,9,10,9,0,1,0,0,8
cell_238,-15825.8986720029,-6352.62852464981,3,1,0,11,13,10,5,12,11,9
cell_8094,6584.10132799709,-6303.62852464981,1,0,2,0,0,10,5,4,0,12
cell_1712,-12200.8986720029,-6443.62852464981,9,10,9,10,9,0,1,17,18,20
cell_3236,-7779.89867200291,-6315.62852464981,12,11,11,13,11,2,12,1,1,0
cell_4615,-3390.89867200291,-6365.62852464981,6,6,14,7,7,11,10,10,13,14
cell_1494,-12946.8986720029,-6298.62852464981,4,1,0,15,19,9,11,17,18,9
cell_7779,5493.10132799709,-6380.62852464981,1,11,10,9,10,2,12,1,1,0
cell_9110,9482.10132799709,-6370.62852464981,0,14,14,14,12,3,9,2,2,14
cell_4198,-4894.89867200291,-6384.62852464981,0,14,14,14,12,3,9,2,13,14
cell_2100,-11199.8986720029,-6389.62852464981,11,0,2,0,0,1,0,11,0,7
cell_2450,-10177.8986720029,-6415.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6190,971.10132799709,-6451.62852464981,4,7,7,5,15,8,3,3,3,13
cell_7464,4677.10132799709,-6360.62852464981,1,11,10,9,10,0,12,0,0,7
cell_505,-15301.8986720029,-6357.62852464981,13,1,0,12,14,9,11,17,18,9
cell_7001,3356.10132799709,-6407.62852464981,0,11,10,9,10,2,2,1,1,0
cell_9805,11247.1013279971,-6382.62852464981,1,0,2,0,0,0,1,0,0,8
cell_128,-16064.8986720029,-6419.62852464981,3,1,0,11,13,9,11,12,11,9
cell_10789,13577.1013279971,-6431.62852464981,3,13,4,11,7,10,5,12,4,9
cell_9943,11527.1013279971,-6370.62852464981,3,13,13,11,15,10,5,4,4,13
cell_8391,7504.10132799709,-6437.62852464981,6,6,4,7,7,11,10,10,13,14
cell_8266,6943.10132799709,-6313.62852464981,1,11,10,9,10,2,2,2,1,14
cell_1023,-13959.8986720029,-6389.62852464981,4,7,7,15,6,8,3,3,3,11
cell_11317,14767.1013279971,-6313.62852464981,12,0,2,0,0,2,2,0,0,7
cell_3579,-6753.89867200291,-6359.62852464981,0,14,14,14,12,3,9,2,2,14
cell_9962,11660.1013279971,-6466.62852464981,3,1,0,11,13,10,5,4,4,12
cell_1094,-13791.8986720029,-6397.62852464981,4,7,7,5,6,8,3,3,3,11
cell_10568,13154.1013279971,-6462.62852464981,12,1,0,11,13,10,5,4,4,12
cell_10512,12953.1013279971,-6356.62852464981,12,1,0,11,13,10,5,4,4,12
cell_6850,2765.10132799709,-6412.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2717,-9453.89867200291,-6477.62852464981,12,11,10,9,10,2,2,1,1,0
cell_4574,-3608.89867200291,-6397.62852464981,12,11,10,13,11,2,2,1,1,0
